,index,ID,Player,Team,Position,RkOv,Status,Opponent,FPts,FP/G,%D,ADP,Ros,G,VORP,VORPrk,Value
129,236,*05w9i*,Marc Cucurella,CHE,D,237,FA,MCI Sun 11:30AM,104.0,4.33,92%,108.66,91%,24.018475750577366,-22.14285714285714,130,-21.340000000000003
130,237,*05akv*,Tyrick Mitchell,CRY,D,238,FA,@BRF Sun 9:00AM,103.5,3.04,79%,123.53,80%,34.046052631578945,-22.64285714285714,131,-7.469999999999999
131,83,*02lm7*,Jack Grealish,MCI,M,84,FA,@CHE Sun 11:30AM,218.5,12.14,96%,86.95,96%,17.99835255354201,-23.428571428571416,132,-45.05
132,238,*05u1m*,Nathan Collins,BRF,D,239,FA,CRY Sun 9:00AM,102.5,3.94,4%,365.63,6%,26.01522842639594,-23.64285714285714,133,232.63
133,84,*04e1k*,Solly March,BHA,M,85,FA,@EVE Sat 10:00AM,218.0,11.47,94%,82.47,92%,19.006102877070617,-23.928571428571416,134,-51.53
134,240,*063zg*,Pervis Estupinan,BHA,D,241,FA,@EVE Sat 10:00AM,102.0,5.67,81%,115.72,83%,17.98941798941799,-24.14285714285714,135,-19.28
135,96,*06exb*,Rasmus Hojlund,MUN,F,97,FA,FUL Fri 3:00PM,206.0,9.36,97%,74.33,96%,22.00854700854701,-24.64285714285714,136,-61.67
136,193,*06nv3*,Filip Jørgensen,CHE,G,194,FA,MCI Sun 11:30AM,129.0,4.3,9%,323.9,12%,30.0,-24.85714285714286,137,186.89999999999998
137,85,*05tr8*,Christian Norgaard,BRF,M,86,FA,CRY Sun 9:00AM,217.0,7.75,17%,236.18,19%,28.0,-24.928571428571416,138,98.18
138,241,*05yg5*,Toti,WOL,D,242,FA,@ARS Sat 10:00AM,101.0,3.06,4%,370.72,5%,33.006535947712415,-25.14285714285714,139,231.72000000000003
139,245,*05omu*,Ruben Dias,MCI,D,246,FA,@CHE Sun 11:30AM,99.5,3.43,88%,98.87,90%,29.00874635568513,-26.64285714285714,140,-41.129999999999995
140,88,*0666p*,Kobbie Mainoo,MUN,M,89,FA,FUL Fri 3:00PM,214.5,7.94,99%,75.39,98%,27.015113350125944,-27.428571428571416,141,-65.61
141,97,*02m5b*,Chris Wood,NOT,F,98,FA,BOU Sat 10:00AM,203.0,9.23,49%,134.0,56%,21.99349945828819,-27.64285714285714,142,-8.0
142,247,*02m11*,Matt Doherty,WOL,D,248,FA,@ARS Sat 10:00AM,98.0,7.54,8%,323.84,5%,12.9973474801061,-28.14285714285714,143,180.83999999999997
143,251,*05oh0*,Jan-Paul van Hecke,BHA,D,252,FA,@EVE Sat 10:00AM,97.5,3.36,4%,351.07,9%,29.017857142857142,-28.64285714285714,144,207.07
144,249,*0635j*,Chris Richards,CRY,D,250,FA,@BRF Sun 9:00AM,97.5,4.43,11%,300.89,15%,22.00902934537246,-28.64285714285714,145,155.89
145,89,*05tre*,Vitaly Janelt,BRF,M,90,FA,CRY Sun 9:00AM,213.0,7.1,13%,267.41,14%,30.0,-28.928571428571416,146,121.41000000000003
146,98,*06mg7*,Conor Chaplin,IPS,F,99,FA,LIV Sat 7:30AM,201.5,7.46,34%,145.62,33%,27.010723860589813,-29.14285714285714,147,-1.3799999999999955
147,90,*0626q*,Simon Adingra,BHA,M,91,FA,@EVE Sat 10:00AM,212.5,10.62,90%,96.43,90%,20.009416195856875,-29.428571428571416,148,-51.56999999999999
148,92,*06mnc*,Daichi Kamada,CRY,M,93,FA,@BRF Sun 9:00AM,211.5,8.81,80%,111.61,84%,24.006810442678773,-30.428571428571416,149,-37.39
149,253,*06ezb*,Micky van de Ven,TOT,D,254,FA,@LEI Mon 3:00PM,95.5,2.89,77%,108.77,82%,33.04498269896194,-30.64285714285714,150,-41.230000000000004
150,93,*02lpf*,Ross Barkley,AVL,M,94,FA,@WHU Sat 12:30PM,211.0,11.72,94%,89.56,91%,18.003412969283275,-30.928571428571416,151,-61.44
151,256,*05y9n*,Lewis Hall,NEW,D,257,FA,SOU Sat 10:00AM,94.0,5.22,55%,130.26,62%,18.007662835249043,-32.14285714285714,152,-21.74000000000001
152,257,*062pl*,Lisandro Martinez,MUN,D,258,FA,FUL Fri 3:00PM,94.0,3.48,59%,124.72,66%,27.011494252873565,-32.14285714285714,153,-28.28
153,258,*02y6o*,Nathan Ake,MCI,D,259,FA,@CHE Sun 11:30AM,93.5,4.67,61%,128.43,65%,20.021413276231264,-32.64285714285714,154,-25.569999999999993
154,259,*05ybq*,Vitalii Mykolenko,EVE,D,260,FA,BHA Sat 10:00AM,93.5,3.46,54%,139.49,59%,27.023121387283236,-32.64285714285714,155,-15.509999999999991
155,95,*04io3*,Mario Lemina,WOL,M,96,FA,@ARS Sat 10:00AM,209.0,6.74,17%,245.81,17%,31.008902077151333,-32.928571428571416,156,89.81
156,101,*03ybi*,Marcus Rashford,MUN,F,102,FA,FUL Fri 3:00PM,197.5,10.97,99%,67.83,99%,18.003646308113034,-33.14285714285714,157,-89.17
157,100,*06o2t*,Niclas Füllkrug,WHU,F,101,FA,AVL Sat 12:30PM,197.5,8.98,63%,80.99,62%,21.993318485523385,-33.14285714285714,158,-77.01
158,261,*02lp9*,Kyle Walker,MCI,D,262,FA,@CHE Sun 11:30AM,92.5,3.43,96%,81.98,95%,26.967930029154516,-33.64285714285714,159,-77.02
159,102,*05m47*,George Hirst,IPS,F,103,FA,LIV Sat 7:30AM,196.5,6.55,1%,1146.91,4%,30.0,-34.14285714285714,160,986.9100000000001
160,263,*05tqz*,Rico Henry,BRF,D,264,FA,CRY Sun 9:00AM,91.5,3.39,25%,148.75,31%,26.991150442477874,-34.64285714285714,161,-12.25
161,264,*0521z*,James Justin,LEI,D,265,FA,TOT Mon 3:00PM,91.5,3.05,20%,205.91,29%,30.0,-34.64285714285714,162,43.91
162,103,*06mow*,Jorgen Strand Larsen,WOL,F,104,FA,@ARS Sat 10:00AM,195.5,8.89,8%,326.44,11%,21.99100112485939,-35.14285714285714,163,163.44
163,106,*06mve*,Joshua Zirkzee,MUN,F,107,FA,FUL Fri 3:00PM,195.0,9.75,87%,104.88,90%,20.0,-35.64285714285714,164,-59.120000000000005
164,107,*05748*,Ismaila Sarr,CRY,F,108,FA,@BRF Sun 9:00AM,194.0,12.12,54%,117.23,56%,16.006600660066006,-36.64285714285714,165,-47.769999999999996
165,266,*04ml6*,Konstantinos Mavropanos,WHU,D,267,FA,AVL Sat 12:30PM,89.5,4.26,0%,1149.6,1%,21.009389671361504,-36.64285714285714,166,983.5999999999999
166,268,*04mqv*,Emerson,WHU,D,269,FA,AVL Sat 12:30PM,89.0,3.3,19%,212.5,24%,26.969696969696972,-37.14285714285714,167,45.5
167,267,*03yeg*,Tosin Adarabioyo,CHE,D,268,FA,MCI Sun 11:30AM,89.0,4.05,21%,198.23,26%,21.97530864197531,-37.14285714285714,168,30.22999999999999
168,270,*062p5*,Levi Colwill,CHE,D,271,FA,MCI Sun 11:30AM,88.0,4.4,31%,149.51,35%,20.0,-38.14285714285714,169,-19.49000000000001
169,109,*04io4*,Richarlison,TOT,F,110,FA,@LEI Mon 3:00PM,191.5,11.97,65%,131.09,70%,15.998329156223893,-39.14285714285714,170,-38.91
170,222,*06fuw*,Djordje Petrovic,CHE,G,223,FA,MCI Sun 11:30AM,113.0,4.71,7%,344.58,8%,23.991507430997878,-40.85714285714286,171,173.57999999999998
171,274,*06j20*,Valentin Barco,BHA,D,275,FA,@EVE Sat 10:00AM,85.0,4.72,52%,131.27,60%,18.008474576271187,-41.14285714285714,172,-40.72999999999999
172,111,*06mg6*,Wes Burns,IPS,F,112,FA,LIV Sat 7:30AM,189.0,7.88,2%,1097.48,2%,23.98477157360406,-41.64285714285714,173,924.48
173,225,*03yww*,Dean Henderson,CRY,G,226,FA,@BRF Sun 9:00AM,112.0,3.29,16%,249.66,22%,34.04255319148936,-41.85714285714286,174,75.66
174,113,*05w91*,Hwang Hee-Chan,WOL,F,114,FA,@ARS Sat 10:00AM,188.5,8.57,76%,123.29,78%,21.995332555425904,-42.14285714285714,175,-51.709999999999994
175,99,*04yo7*,Youri Tielemans,AVL,M,100,FA,@WHU Sat 12:30PM,199.5,9.07,42%,141.73,45%,21.995589856670342,-42.428571428571416,176,-34.27000000000001
176,279,*05ojg*,Nelson Semedo,WOL,D,280,FA,@ARS Sat 10:00AM,83.5,2.69,7%,334.45,10%,31.04089219330855,-42.64285714285714,177,157.45
177,114,*06igk*,Ben Brereton,SOU,F,115,FA,@NEW Sat 10:00AM,188.0,9.4,23%,164.78,26%,20.0,-42.64285714285714,178,-13.219999999999999
178,280,*06mfz*,Cameron Burgess,IPS,D,281,FA,LIV Sat 7:30AM,83.0,3.07,1%,1135.07,1%,27.03583061889251,-43.14285714285714,179,956.0699999999999
179,281,*04e1c*,Lewis Dunk,BHA,D,282,FA,@EVE Sat 10:00AM,83.0,2.52,32%,137.21,42%,32.93650793650794,-43.14285714285714,180,-42.78999999999999
180,282,*03r93*,Joseph Gomez,LIV,D,283,FA,@IPS Sat 7:30AM,82.5,5.16,6%,343.43,6%,15.988372093023255,-43.64285714285714,181,162.43
181,283,*050jq*,Marc Guehi,CRY,D,284,FA,@BRF Sun 9:00AM,82.0,2.65,66%,121.77,72%,30.943396226415096,-44.14285714285714,182,-60.230000000000004
182,284,*03dx7*,Ben Mee,BRF,D,285,FA,CRY Sun 9:00AM,81.5,4.29,10%,307.41,12%,18.997668997669,-44.64285714285714,183,124.41000000000003
183,116,*05uor*,Yoane Wissa,BRF,F,117,FA,CRY Sun 9:00AM,185.0,10.28,78%,118.72,82%,17.996108949416342,-45.64285714285714,184,-65.28
184,104,*06fxv*,Jean-Ricner Bellegarde,WOL,M,105,FA,@ARS Sat 10:00AM,195.0,8.86,1%,1168.07,1%,22.00902934537246,-46.928571428571416,185,983.0699999999999
185,105,*03rxa*,Idrissa Gueye,EVE,M,106,FA,BHA Sat 10:00AM,195.0,6.96,6%,354.08,10%,28.017241379310345,-46.928571428571416,186,168.07999999999998
186,287,*05yct*,Nathan Patterson,EVE,D,288,FA,BHA Sat 10:00AM,79.0,3.29,0%,1140.6,1%,24.012158054711247,-47.14285714285714,187,953.5999999999999
187,235,*04fk5*,Ederson,MCI,G,236,FA,@CHE Sun 11:30AM,106.0,2.79,64%,114.79,72%,37.992831541218635,-47.85714285714286,188,-73.21
188,108,*05rb8*,Moises Caicedo,CHE,M,109,FA,MCI Sun 11:30AM,193.5,6.67,47%,136.66,51%,29.01049475262369,-48.428571428571416,189,-52.34
189,288,*05o4b*,Matty Cash,AVL,D,289,FA,@WHU Sat 12:30PM,77.5,4.31,19%,209.32,21%,17.98143851508121,-48.64285714285714,190,19.319999999999993
190,289,*05w9r*,Takehiro Tomiyasu,ARS,D,290,FA,WOL Sat 10:00AM,76.5,6.95,4%,359.88,5%,11.007194244604316,-49.64285714285714,191,168.88
191,292,*06msc*,Jacob Greaves,IPS,D,293,FA,LIV Sat 7:30AM,75.5,3.43,3%,368.51,3%,22.011661807580175,-50.64285714285714,192,176.51
192,291,*0649j*,Manuel Akanji,MCI,D,292,FA,@CHE Sun 11:30AM,75.5,3.28,76%,111.2,79%,23.01829268292683,-50.64285714285714,193,-81.8
193,110,*05tr9*,Mathias Jensen,BRF,M,111,FA,CRY Sun 9:00AM,190.0,8.64,50%,136.16,55%,21.99074074074074,-51.928571428571416,194,-57.84
194,295,*062x7*,Rico Lewis,MCI,D,296,FA,@CHE Sun 11:30AM,73.5,6.68,18%,225.99,19%,11.002994011976048,-52.64285714285714,195,30.99000000000001
195,296,*02yl5*,John Stones,MCI,D,297,FA,@CHE Sun 11:30AM,73.5,3.34,55%,126.88,57%,22.005988023952096,-52.64285714285714,196,-69.12
196,112,*05y55*,Kasey McAteer,LEI,M,113,FA,TOT Mon 3:00PM,189.0,9.45,4%,376.63,2%,20.0,-52.928571428571416,197,179.63
197,297,*04qr0*,Willy Boly,NOT,D,298,FA,BOU Sat 10:00AM,72.5,4.53,55%,131.64,56%,16.004415011037526,-53.64285714285714,198,-66.36000000000001
198,298,*06ew2*,Axel Disasi,CHE,D,299,FA,MCI Sun 11:30AM,72.5,3.82,3%,358.61,4%,18.979057591623036,-53.64285714285714,199,159.61
199,299,*04yey*,Max Kilman,WHU,D,300,FA,AVL Sat 12:30PM,72.5,2.2,44%,138.02,48%,32.95454545454545,-53.64285714285714,200,-61.97999999999999
200,301,*05mxa*,Joel Veltman,BHA,D,302,FA,@EVE Sat 10:00AM,71.5,3.25,1%,1125.38,2%,22.0,-54.64285714285714,201,924.3800000000001
201,302,*03zsq*,Kyle Walker-Peters,SOU,D,303,FA,@NEW Sat 10:00AM,71.0,2.15,23%,176.0,23%,33.02325581395349,-55.14285714285714,202,-26.0
202,248,*05tqx*,David Raya,ARS,G,249,FA,WOL Sat 10:00AM,98.0,2.58,95%,98.4,96%,37.984496124031004,-55.85714285714286,203,-104.6
203,304,*04s60*,Jannik Vestergaard,LEI,D,305,FA,TOT Mon 3:00PM,70.0,2.26,2%,1080.67,3%,30.973451327433633,-56.14285714285714,204,876.6700000000001
204,303,*062ts*,Djed Spence,TOT,D,304,FA,@LEI Mon 3:00PM,70.0,6.36,2%,368.5,2%,11.0062893081761,-56.14285714285714,205,163.5
205,306,*06fwz*,Murillo,NOT,D,307,FA,BOU Sat 10:00AM,69.5,2.11,9%,301.99,11%,32.93838862559242,-56.64285714285714,206,95.99000000000001
206,118,*04aiz*,Wilfred Ndidi,LEI,M,119,FA,TOT Mon 3:00PM,184.0,6.81,6%,356.45,9%,27.019089574155654,-57.928571428571416,207,149.45
207,308,*05y7i*,Jarell Quansah,LIV,D,309,FA,@IPS Sat 7:30AM,67.0,6.09,33%,143.31,41%,11.001642036124794,-59.14285714285714,208,-64.69
208,311,*06mw0*,Nikola Milenkovic,NOT,D,312,FA,BOU Sat 10:00AM,66.5,2.46,4%,371.08,4%,27.03252032520325,-59.64285714285714,209,162.07999999999998
209,310,*05a6d*,Tariq Lamptey,BHA,D,311,FA,@EVE Sat 10:00AM,66.5,3.69,5%,370.65,5%,18.021680216802167,-59.64285714285714,210,160.64999999999998
210,122,*068lx*,Dango Ouattara,BOU,M,123,FA,@NOT Sat 10:00AM,182.0,11.38,13%,273.91,16%,15.992970123022847,-59.928571428571416,211,62.910000000000025
211,123,*05gcc*,Kiernan Dewsbury-Hall,CHE,M,124,FA,MCI Sun 11:30AM,181.5,9.07,85%,105.84,87%,20.011025358324144,-60.428571428571416,212,-106.16
212,124,*068yd*,Joao Gomes,WOL,M,125,FA,@ARS Sat 10:00AM,181.5,6.26,8%,321.35,11%,28.99361022364217,-60.428571428571416,213,108.35000000000002
213,133,*056iy*,Pedro Neto,WOL,F,134,FA,@ARS Sat 10:00AM,170.0,9.44,100%,43.2,98%,18.008474576271187,-60.64285714285714,214,-170.8
214,126,*02lot*,Massimo Luongo,IPS,M,127,FA,LIV Sat 7:30AM,180.5,6.69,4%,349.84,4%,26.980568011958145,-61.428571428571416,215,134.83999999999997
215,313,*06mgj*,Ryan Manning,SOU,D,314,FA,@NEW Sat 10:00AM,64.5,3.23,3%,374.17,3%,19.96904024767802,-61.64285714285714,216,158.17000000000002
216,314,*0554g*,Calvin Bassey,FUL,D,315,FA,@MUN Fri 3:00PM,64.0,1.94,4%,358.68,7%,32.98969072164949,-62.14285714285714,217,141.68
217,127,*061xs*,Julio Enciso,BHA,M,128,FA,@EVE Sat 10:00AM,179.5,11.22,76%,117.85,77%,15.998217468805704,-62.428571428571416,218,-100.15
218,315,*068yi*,Illia Zabarnyi,BOU,D,316,FA,@NOT Sat 10:00AM,63.0,1.91,10%,315.16,12%,32.98429319371728,-63.14285714285714,219,96.16000000000003
219,317,*051k5*,Lloyd Kelly,NEW,D,318,FA,SOU Sat 10:00AM,62.5,3.47,3%,369.36,4%,18.011527377521613,-63.64285714285714,220,149.36
220,319,*04qos*,Issa Diop,FUL,D,320,FA,@MUN Fri 3:00PM,62.0,2.0,0%,1145.1,1%,31.0,-64.14285714285714,221,924.0999999999999
221,322,*03rvw*,Harry Toffolo,NOT,D,323,FA,BOU Sat 10:00AM,61.5,3.84,1%,1169.37,1%,16.015625,-64.64285714285714,222,947.3699999999999
222,321,*02m4d*,Craig Dawson,WOL,D,322,FA,@ARS Sat 10:00AM,61.5,3.62,1%,1129.63,2%,16.988950276243095,-64.64285714285714,223,906.6300000000001
223,324,*05ts6*,Yerson Mosquera,WOL,D,325,FA,@ARS Sat 10:00AM,60.5,3.02,1%,1113.45,1%,20.033112582781456,-65.64285714285714,224,889.45
224,325,*0649k*,Wout Faes,LEI,D,326,FA,TOT Mon 3:00PM,60.0,1.82,4%,368.53,5%,32.967032967032964,-66.14285714285714,225,143.52999999999997
225,128,*04sat*,Emile Smith Rowe,FUL,M,129,FA,@MUN Fri 3:00PM,175.5,9.75,94%,72.15,98%,18.0,-66.42857142857142,226,-153.85
226,144,*05oig*,Liam Delap,IPS,F,145,FA,LIV Sat 7:30AM,164.0,6.31,12%,288.74,12%,25.990491283676704,-66.64285714285714,227,61.74000000000001
227,129,*06mg0*,Sam Morsy,IPS,M,130,FA,LIV Sat 7:30AM,175.0,5.65,13%,278.41,15%,30.973451327433626,-66.92857142857142,228,50.410000000000025
228,327,*062a9*,Sven Botman,NEW,D,328,FA,SOU Sat 10:00AM,59.0,3.69,3%,379.65,5%,15.989159891598916,-67.14285714285714,229,150.64999999999998
229,328,*03rec*,Tyrone Mings,AVL,D,329,FA,@WHU Sat 12:30PM,58.5,2.17,1%,1132.71,3%,26.95852534562212,-67.64285714285714,230,902.71
230,130,*03bwz*,Harry Winks,LEI,M,131,FA,TOT Mon 3:00PM,173.0,5.41,12%,280.58,12%,31.97781885397412,-68.92857142857142,231,49.579999999999984
231,147,*05r94*,Iliman Ndiaye,EVE,F,148,FA,BHA Sat 10:00AM,161.5,10.09,26%,152.89,30%,16.005946481665013,-69.14285714285714,232,-79.11000000000001
232,330,*06do9*,Milos Kerkez,BOU,D,331,FA,@NOT Sat 10:00AM,56.0,2.07,17%,232.05,23%,27.05314009661836,-70.14285714285714,233,-0.9499999999999886
233,131,*062oq*,Joe Ayodele-Aribo,SOU,M,132,FA,@NEW Sat 10:00AM,171.5,7.46,2%,1098.24,2%,22.989276139410187,-70.42857142857142,234,864.24
234,149,*05rff*,Jaden Philogene-Bidace,AVL,F,150,FA,@WHU Sat 12:30PM,159.0,12.23,11%,302.73,11%,13.000817661488144,-71.64285714285714,235,67.73000000000002
235,332,*05tr5*,Mads Roerslev,BRF,D,333,FA,CRY Sun 9:00AM,54.5,3.41,0%,1161.8,1%,15.982404692082111,-71.64285714285714,236,925.8
236,134,*051k3*,Jacob Ramsey,AVL,M,135,FA,@WHU Sat 12:30PM,169.5,9.42,17%,233.03,20%,17.993630573248407,-72.42857142857142,237,-3.969999999999999
237,333,*05uel*,Kristoffer Ajer,BRF,D,334,FA,CRY Sun 9:00AM,53.5,4.86,3%,378.59,3%,11.008230452674896,-72.64285714285714,238,140.58999999999997
238,334,*04mcg*,Ben Johnson,IPS,D,335,FA,LIV Sat 7:30AM,52.5,1.94,1%,1146.91,2%,27.061855670103093,-73.64285714285714,239,907.9100000000001
239,137,*05opj*,Elliot Anderson,NOT,M,138,FA,BOU Sat 10:00AM,168.0,8.4,18%,223.41,17%,20.0,-73.92857142857142,240,-16.590000000000003
240,138,*06cms*,Sandro Tonali,NEW,M,139,FA,SOU Sat 10:00AM,166.5,7.57,65%,126.48,65%,21.994715984147952,-75.42857142857142,241,-114.52
241,139,*062hb*,Flynn Downes,SOU,M,140,FA,@NEW Sat 10:00AM,166.0,5.35,3%,398.37,4%,31.028037383177573,-75.92857142857142,242,156.37
242,140,*04civ*,Scott McTominay,MUN,M,141,FA,FUL Fri 3:00PM,166.0,8.3,28%,151.32,33%,20.0,-75.92857142857142,243,-91.68
243,339,*06crm*,Pau Torres,AVL,D,340,FA,@WHU Sat 12:30PM,49.5,2.48,20%,188.8,23%,19.95967741935484,-76.64285714285714,244,-55.19999999999999
244,143,*05w7t*,Pape Sarr,TOT,M,143,FA,@LEI Mon 3:00PM,165.0,7.5,15%,267.06,15%,22.0,-76.92857142857142,245,22.060000000000002
245,141,*068a3*,Danilo,NOT,M,144,FA,BOU Sat 10:00AM,165.0,7.5,3%,394.35,4%,22.0,-76.92857142857142,246,148.35000000000002
246,341,*06nu7*,Riccardo Calafiori,ARS,D,342,FA,WOL Sat 10:00AM,48.5,3.73,79%,88.87,85%,13.002680965147453,-77.64285714285714,247,-158.13
247,290,*06cmu*,Bart Verbruggen,BHA,G,291,FA,@EVE Sat 10:00AM,76.0,3.17,3%,385.02,7%,23.974763406940063,-77.85714285714286,248,137.01999999999998
248,145,*06mpp*,Mats Wieffer,BHA,M,146,FA,@EVE Sat 10:00AM,164.0,8.2,7%,327.34,10%,20.0,-77.92857142857142,249,78.33999999999997
249,342,*04tm0*,Lucas Digne,AVL,D,343,FA,@WHU Sat 12:30PM,48.0,5.33,36%,144.43,31%,9.00562851782364,-78.14285714285714,250,-105.57
250,156,*04rd0*,Bobby De Cordova-Reid,LEI,F,157,FA,TOT Mon 3:00PM,152.5,7.62,5%,365.2,5%,20.013123359580053,-78.14285714285714,251,114.19999999999999
251,344,*06mx0*,Leny Yoro,MUN,D,345,FA,FUL Fri 3:00PM,47.5,2.97,27%,148.1,30%,15.993265993265993,-78.64285714285714,252,-103.9
252,343,*0620k*,Nayef Aguerd,WHU,D,344,FA,AVL Sat 12:30PM,47.5,2.38,0%,1250.0,1%,19.95798319327731,-78.64285714285714,253,997.0
253,146,*068yt*,Sasa Lukic,FUL,M,147,FA,@MUN Fri 3:00PM,162.0,5.79,0%,1156.0,2%,27.979274611398964,-79.92857142857142,254,902.0
254,161,*0632a*,Sekou Mara,SOU,F,162,FA,@NEW Sat 10:00AM,149.5,9.34,2%,385.46,2%,16.00642398286938,-81.14285714285714,255,130.45999999999998
255,349,*062og*,Aaron Hickey,BRF,D,350,FA,CRY Sun 9:00AM,44.5,1.93,0%,1250.0,1%,23.05699481865285,-81.64285714285714,256,994.0
256,350,*06nv2*,Dean Huijsen,BOU,D,351,FA,@NOT Sat 10:00AM,44.5,4.05,3%,363.89,2%,10.987654320987655,-81.64285714285714,257,106.88999999999999
257,348,*03ena*,Aaron Cresswell,WHU,D,349,FA,AVL Sat 12:30PM,44.5,2.78,0%,1153.1,1%,16.007194244604317,-81.64285714285714,258,895.0999999999999
